PM2.5,NO2,PM10,NO,NOx,O3,tavg,AQI
89.78,53.55,193.14,24.3,75.27,34.75,29.3,216
166.76,63.03,272.67,65.1,122.4,47.93,31,314
107.81,47.95,154.18,35.14,82.5,31.6,32.3,262
81.12,36.5,246.86,13.25,47.89,61.02,29.7,257
74.03,35.44,201.81,13.94,48.38,58.47,30.3,235
74.9,46.29,247.61,25.64,70.06,58.74,31.6,239
94.81,58.81,220.48,39.07,78.15,75.75,33.1,239
137.48,76.2,285.18,88.96,133.09,85.91,33.7,302
124.13,37.49,170.624,36.76,54.07,35.97,34.9,296
102.86,42.35,283.02,30.63,61.61,66.77,34.6,247
102.9,49.32,219.17,33.28,78.86,81.29,34.7,265
129.06,63.21,311.93,35.74,99.16,98.35,34,301
124.8,48.65,283.05,22.33,66.43,97.22,34,322
92.74,42.87,265.56,13.43,50.67,103.07,33.9,291
113.75,44.8,208.42,9.87,46.72,110.09,33.3,292
89.52,50.78,171.92,18.15,56.56,87.26,31.9,258
123.59,69.92,219.3,57.65,102.52,87.66,31.3,282
104.5,70.04,213.36,31.14,91.82,87.38,31.8,271
139.37,97.93,306.08,71.92,118.98,86.82,33.4,314
162.54,108.53,379.7,154.33,168.05,87.74,33.2,377
161.23,80.4,354.17,72.12,126.06,117.59,34.1,390
181.49,88.26,383.05,62.82,117.82,56.3,34.1,392
142.64,51.53,147.78,30.09,56.14,59.71,33.1,342
124.21,52.3,216.456,52.27,74.64,74.25,34.7,297
119.47,41.26,194.896,21.08,43.36,70.42,38.1,275
125.36,59.73,284.55,10,52.11,101.53,35.4,281
103.08,61.77,297.94,18.52,72.09,91.18,33.8,309
65.02,46.27,173.86,11.94,53.02,79.9,30.6,262
54.34,55.07,136.92,21,71.12,65.26,31.5,194
77.89,66.68,193.14,15.3,70.75,75.61,33.3,229
90.19,64.2,208.75,7.73,59.4,81.61,35.1,246
77.34,48.67,168.66,3.71,43.92,79.06,33.8,225
73.55,57.52,174.94,5.87,54.56,68.57,34,221
66.49,52.3,112.6,6.74,50.94,61.02,32.6,185
100.09,64.25,207.98,14.69,67.9,76.43,35.4,218
99.88,60.29,250.51,37,80.62,95.52,37.1,310
105.51,67.71,292.64,46.21,78.61,86.22,36.5,307
128.85,57.06,379.8,50.68,64.22,56.63,37.3,325
94.89,58.46,247.95,37.68,85.72,62.4,37.2,316
92.95,62.4,249.27,32.62,98,89.66,37.5,302
117.64,80.57,266.72,52.8,118.39,105.42,37.7,318
94.22,67.73,219.01,11.17,74.26,85.76,37.3,300
70.86,52.02,186.97,7.21,55.3,77.8,37.3,246
78.02,48.23,233.72,4.48,45.61,107.9,36.2,255
66.3,53.42,149.31,4.99,50.1,101.65,36.7,218
87.31,45.86,163.9,5.25,47.55,93.48,32.2,252
57.35,43.57,103.26,12.6,53.77,75.38,30.9,190
105.02,50.77,240.52,14.64,61.13,126.55,32.9,256
111.22,48.12,293.73,22.75,58.91,160.06,34.6,311
180.71,50.38,379.29,25.71,65.02,169.35,37.4,381
109.82,34.37,314,8.63,35.37,120.76,36.4,409
42.67,35.71,169.36,3.57,22.06,101.26,31.6,269
56.87,50.18,101.24,21.03,64.65,73.43,26.9,187
101.54,49.41,214.14,31.68,78.79,83.4,32.7,225
76.56,44.55,251.87,17.71,57.7,86.34,36,283
81.4,49.88,298.5,26.72,73.71,94.77,37.6,316
138.97,74.99,296.64,53.59,108.21,129.18,37.5,361
137.81,75.26,274.63,26.48,92.33,115.31,38.2,330
77.72,36.69,166.28,4.05,33.03,78.8,36.1,256
84.61,45.47,208.17,8.11,45.71,100.24,35.4,237
66.72,45.5,152.18,8.77,52.2,82.33,34.6,246
64.08,57.31,143.88,7.96,61.05,79.75,35.9,202
64.95,49.67,187.69,15.09,63.99,84.94,35.7,209
75.75,51.75,239.74,20.49,71.2,92.8,36.1,262
69.25,38.84,225.52,15.79,53.11,68.93,33.4,280
70.71,40.04,272.34,19.62,59.25,70.91,35.5,279
96.72,34.52,332.91,20.53,56.84,98.09,36,357
59.02,38.55,197.51,27.2,68.18,57.42,32.6,266
102.42,37.74,330.36,18.12,55.24,65.24,34.7,330
62.37,30.44,109.42,7.69,32.88,56.97,33.6,248
67.76,41.27,120.06,16.21,52.49,59.25,34.2,172
79.17,33.98,142.57,7.3,35.75,68.32,35.9,234
101.31,32.55,101.54,7.47,34.9,56.24,35.6,201
83.1,40.24,84.18,11.99,47.72,52.76,31.1,206
72.33,32.04,54.85,6.49,32.95,43.4,32.9,159
75.14,31.89,99.89,9.12,37.74,51.74,33.2,187
91.63,37.7,98.88,10.88,44.63,55.92,33.8,228
100.02,45.29,331.1,15.97,60.69,101.3,36.4,284
67.12,50.91,175.26,4.67,51.52,79.26,35.5,310
48,40.57,86.63,4.54,42.04,58.37,34.9,158
76.76,37.28,112.46,5.66,37.28,51.76,34.4,154
80.89,40.07,96.05,12.43,49.02,55.61,30.8,187
60.67,37.01,68.43,7.96,39.52,44.44,35.4,180
69.65,34.17,103.25,9.49,39.9,51.31,35.4,190
58.21,29.28,113.1,12.65,40.04,37.35,32.2,164
57.24,33.9,96.62,15.31,48.12,40.49,28.4,148
67.6,36.79,95.26,10.6,41.59,48.9,29.6,154
57.1,37.93,75.83,14.67,50.05,52.3,30.7,160
68.71,47.24,162.2,21.67,67.91,55.57,33.2,165
77.71,34.78,143.29,11.31,43.72,57.81,33.1,210
54.5,27.69,80.82,6.51,29.77,42.67,33.6,158
54.96,42.07,98.86,14.06,51.85,45.55,30.7,172
52.95,30.77,87.81,13.01,41.97,45.1,33.2,151
59.13,35.91,86.18,12.96,46.19,43.24,32.6,143
60.92,33.57,74.51,13.86,45.91,42.22,31.6,156
39.32,32.55,57.16,24.89,58.24,43.95,30.5,108
71.53,31.96,79.1,29.55,57.77,50.01,31.1,163
73.51,29.7,56.29,31.24,54.28,47.3,30.5,247
52.88,29.17,88.23,24.44,46.93,36.35,31,123
50.99,22.38,44.48,14.85,37.7,33.31,27.1,106
75.93,15.75,38.59,14.17,29.63,28.11,28.1,202
44.08,32.85,77.07,24.72,54.62,36.73,27.6,120
42.14,31.4,166.27,20.73,48.11,44.7,32.4,135
56.86,34.96,203.09,24.36,60.14,61.07,34.1,245
45.64,37.8,240.86,32.54,79.06,56.3,34.1,280
48.36,37.42,157.41,20.2,58.72,64.4,34.1,269
42.09,23.88,80.14,8.85,28.63,51.32,31.9,163
59.4,56.56,124.47,15.95,69.2,65.42,31.4,178.8
76.29,58.4,163.57,19.52,73.04,62.62,31.9,195
54.5,40.48,95.08,11.64,50.72,52.3,30.3,163
40.55,40.86,58.09,25.41,65.28,56.73,28.3,108
46.44,42.81,68.69,27.67,68.89,72.25,29.5,134
56.16,44.18,76.89,38.7,82.68,70.34,27.5,155
42.7,36.78,50,29.68,68.62,49.28,27.3,116
48.03,32.5,70.62,23.7,54.99,85.11,29.2,136
43.47,29.86,53.42,17.15,48.93,68.03,29.1,150
43.55,34.87,55.33,24.58,56.3,91.54,30.9,121
50.86,36.14,67.92,23.29,56.77,92.81,32.6,149
49.04,35.93,87.48,17.77,53.75,86.42,33.3,178
39.3,33.68,78.77,11.79,42.56,63.17,33.7,120
43.86,38.29,76.69,23.12,60.55,68.19,30,140
42.84,31.42,75.19,15.7,42.34,67.17,33.3,142
44.04,34.27,82.26,16.52,48.51,73.28,33.3,141
41.29,29.05,64.76,16.97,43.48,59.76,31.2,125
39.28,30.76,54.92,15.91,43.16,53.53,31.4,127
30.66,29.78,32.79,18.9,46,54.64,28,119
42.15,34.9,84.46,31.69,66.83,70.12,28.9,111
56.45,43.49,92.71,30.9,73.1,68.22,29.9,132
40.81,42.53,80.14,38.03,81.71,81.39,29,149
39.51,32.96,185.99,30.79,65.3,91.79,31.3,166
49.04,28.74,245.72,25.06,53.79,83.64,31.1,274
62.19,36.46,247.59,24.1,58.74,85.32,29.8,295
55.55,51.48,132.65,22.7,65.74,72.82,29.6,219
59.03,43.97,153.16,22.45,62.04,69.54,31.7,169
48.57,35.84,90.68,10.1,41.77,59.67,32.6,174
28.01,27.58,65.58,5.42,29.64,42.88,31.2,111
28.6,31.31,78.83,8.46,33.5,43.07,31.6,93
38.99,39.47,85.48,7.8,40.84,50.23,31.4,107
43.35,32.04,73.22,11.04,37.18,48.2,29.9,127
45.88,35.41,118.92,28.83,56.77,32.24,31,93
54.13,35.61,125.44,44.27,79.24,41.9,30.8,142
56.56,20.84,103.626,7.36,20.11,26.55,31.4,93
57.09,28.7,170.2,12.69,38.71,27.7,32.8,224
54.73,37.48,189.12,19,52.4,40.47,29.1,169
48.93,42.73,89.57,17.92,53.37,41.9,29.5,110
37.1,41.82,60.16,21.97,59.5,41.57,27.3,100
28.06,51.78,47.47,32.06,87.95,54.7,27.8,109
44.31,41.71,111.18,35.83,84.99,64.8,30.6,154
46.77,40.85,208.01,30.88,76.16,68.7,30.7,216
57.64,31.96,269.42,32.6,68.02,56.8,30.9,262
45.37,33.42,246.81,35.47,72.7,57.01,30.7,260
50.42,34.74,282.23,31.2,69.03,61.24,30.7,329
50.73,39.21,233.83,30.1,70.35,75.45,31.1,291
71.72,39.69,260.6,31.37,70.75,63.76,31.3,300
87.99,43.67,277.61,34.45,76.55,49.75,31.5,335
45.7,38.14,190.45,29.83,63.72,55.82,31.4,240
45.89,40.58,164.1,32.14,67.7,52.36,31.1,177
49.7,39.41,178.47,32.77,68.85,54.62,31.3,178
57.08,43.84,184.5,31.66,75.96,63.46,31.4,193
47.36,45.6,109.64,20.69,62.62,64.32,30.4,150
79.99,54.73,198.81,21.15,69.82,77.97,31.6,215
67.11,57.22,185.86,17.87,67.78,70.09,31.4,233
81.9,56.8,207.91,28.14,83.1,75.84,31.6,220
86.16,56.82,185.57,17.63,67.1,74.51,32,266
75.02,67.37,143.48,24.51,74.28,88.62,31.6,192
94.23,86.2,141.3,38.6,94.51,134.72,32.5,264
89.62,70,131.06,30.07,59.15,144.45,32.6,284
32.73,44.35,67.29,10.98,46.71,72.31,29.6,150
55.64,57.24,125.31,13.63,64.51,78.31,30.6,134
56.46,53.66,112.36,19.78,65.52,67.97,30.7,197
56.64,55.69,137.48,29.6,81.12,73.87,30.7,175
89.09,68.3,194.71,44.43,105.76,89.95,31.2,236
52.49,41.03,109.5,10.51,46.9,62.19,31.4,185
105.43,100.66,260.01,17.52,58.72,113.81,31.7,103
101.84,63,189.62,11.5,51.96,96.64,31.9,289
84.33,65.05,179.81,20.59,61.77,87.95,31.8,224
117.28,73.71,232.03,40.76,90.15,109.06,31.9,312
81.87,59.82,199.61,30.59,70.18,75.58,32.2,234
103.12,66.31,210.04,26.23,68.95,97.36,32.7,282
159.8,78.18,272.34,33,84.42,123.99,30.1,351
81.71,77.96,150.37,57.77,108.73,85.94,28.6,232
117.86,87.85,229.25,42.23,98.02,109.08,30.3,280
114.06,74.99,274.97,61.5,105.6,97.13,30.3,311
132.11,76.99,317.62,81.06,126.03,98.7,29.9,408
144.47,92.64,317.13,85.77,134.38,128.17,30,416
125.8,88.86,290.85,79.04,126.5,112.52,29.3,387
134.84,83.87,327.75,62.55,120.1,104.67,28.6,408
114.3,83.3,309.88,70.71,123.85,93.47,28.6,405
86.93,81.11,295.1,102.46,113,78.81,28.6,371
94.83,87.15,303.27,90.53,111.96,87.84,28.3,375
144.98,108.83,368.81,80.18,104.39,120.33,26.8,400
132.01,89.01,316.53,79.81,109.33,99.74,27.4,430
149.35,94.29,346.31,105.43,129.43,112.83,27.7,425
161.49,95.27,352.64,80.88,118.3,101,27.2,438
140.57,91.52,339.79,105.08,85.54,73,27.6,428
135.9,90.28,361.08,169.53,98.14,107.03,27.7,425
161.11,88.27,477.65,166.64,107.99,32.06,27.3,496
140.92,84.96,442.68,140.89,115.83,53.5,28,472
182.14,90.22,372.09,54.87,85.75,122.74,26.3,470
164.51,88.17,367.17,68.9,99.44,109.22,27.6,454
115.76,82.7,290.42,125.4,107.03,83.78,27.2,396
209.27,111.23,413.49,144.66,121.37,85.57,26.4,413
296.27,120.07,535.53,127.68,126.63,82.06,25.4,558
318.57,119.42,503,137.36,134.89,107.12,24.6,570
350.39,162.5,516.59,208.23,167.24,139.22,24.4,554
355.77,112.59,528.41,162.93,142.64,257.73,24.2,522
434.92,113.21,521.21,181.22,174.25,153.52,23.6,520
394.59,120.66,537.51,144.25,159.5,193.31,23.4,550
537.96,149.12,693.21,121.1,157.33,160.01,22.6,593
482.4,148.92,483.99,127.32,116.45,108.33,23.9,625
342.45,131.92,475.1,158.66,69.68,177.07,23.4,480
588.39,113.31,763.58,135.71,90.09,39.05,22.3,603
685.36,128.15,708.8,155.53,97.62,39.21,21.9,676
488.57,123.36,527.64,159.5,94.03,33.33,23.2,716
338.38,92.18,471.47,75.56,54.81,35,22.5,542
307.08,103.26,415.79,111.51,67.31,33.89,21.7,455
291.71,133.98,464.27,124.82,63.54,42.27,22,471
295.88,147.03,491.38,139.59,56.6,50.03,22.2,514
277.67,127.18,437.21,145.02,54.53,43.22,22.3,491
228.16,113.74,388.97,158.78,54.67,66.96,23.1,469
194.2,119.58,266.97,177.98,63.27,63.1,22.2,404
236.09,116.66,399.5,152.13,80.86,37.37,20.8,379
291.98,109.65,391.88,131.41,79.95,35.58,20.7,428
351.47,96.23,412.95,69.58,60.3,37.74,20.8,504
237.21,102.95,409.98,92.48,55.83,37.26,20.3,512
285.71,114.11,412.35,112.39,63.07,48.81,19.8,494
323.74,117.17,350.18,120.28,39.98,53.69,20.8,438
340.61,128.85,439.26,165.78,62.48,50.47,22,474
281.76,111.52,399.82,127.69,58.08,32.17,21.4,471
174.56,98.73,443.12,103.4,58.08,38.25,21.2,432
216.1,109.5,478.72,133.15,84.1,35.12,20.7,397
136.21,68.9,399.13,32.87,39.01,40.07,23.4,375
113.3,70.01,325.47,37.55,43.19,39.94,24.2,330
128.7,71.29,336.16,35.91,40.84,38.99,22.7,347
127.5,82.99,312.58,90.6,46.87,36.12,21.4,274
236.58,133.28,489.62,158.47,88.78,40.89,18.9,360
246.25,95.64,437.91,80.12,54.63,44.16,19.4,441
263.61,83.15,473.72,100.79,59.64,49.44,19.2,418
263.25,101.67,422.11,143.08,79.26,34.89,18.9,474
196.6,97.75,432.38,102.23,54.62,34.86,19.3,419
223.3,109.4,426.63,135.19,54.22,33.98,18.4,379
204.6,78.79,417.29,91.66,39.67,31.6,18.4,389
293.91,96.68,497.31,110.07,69.09,38.89,17.7,402
283.61,81.86,414.27,64.52,59.67,53.91,17.8,472
238.21,72.44,374.88,70.46,52.25,36.02,15.8,422
295.62,71.44,502.98,106.85,62.21,38.31,18.2,443
189.09,58.86,249.35,30.67,29.83,41.6,16.1,413
199.12,50.79,294.81,46.99,27.33,37.83,19.3,351
210.28,76.9,365.65,138.78,56.19,30.87,19.3,418
209.91,76.81,438.88,143.91,60.13,32.12,18.9,413
154.55,66.38,336.29,81.54,45.44,33.54,18,379
167.64,61.53,345.07,67.1,30.43,34.65,17.2,359
200.78,85.26,443.63,137.47,53.52,33.68,15.5,390
229.35,88.54,450.31,110.1,45.05,33.35,16.4,437
232.33,86.92,433.94,110.14,62.67,34.3,15.6,411
236.24,88.02,445.54,87.1,65.09,31.86,16.3,443
161.92,68.35,324.2,34.1,45.61,34.48,18.1,377
131.95,66.67,291.75,51.31,44.05,33.78,17.8,317
187.3,82.03,399.43,99.49,51.92,37.52,16.3,349
364.15,122.88,616.99,149.58,67.02,45,16.3,470
411.8,114.03,605.65,93.94,41.37,41.56,16.9,576
232.41,59.88,346.57,30.11,36.84,38.99,13.9,412
154.26,65.49,307.64,61.69,56.57,36.31,16.3,338
213.2,93.45,395.37,114.55,56.14,36.9,16.3,319
273.82,129.41,515.41,192.34,67.59,40.19,16.5,455
339.96,108.76,535.68,103.69,33.56,55.09,15.1,524
231.1,62.46,368.9,30.99,33.89,43.97,13.9,381
211.16,56.66,353.61,40.62,44.59,42.84,14.6,338
191.5,66.19,402.31,103.24,55.29,50.03,15.6,332
247.79,95.55,440.18,221.03,80.85,47.86,17.4,384
255.33,90.79,390.67,155.29,53.89,42.9,16.7,373
248.01,91.07,341.15,186.07,71.88,41.13,18.1,439
215.42,87.15,352.83,141.69,64.41,41.95,17.9,318
194.12,65.86,278.62,67.81,37.59,44.04,18.9,390
154.52,38.85,170.19,20.42,20.32,47.75,14.7,332
136.98,52.31,218.67,37.15,28.25,45.09,15.4,283
141.88,64.33,266.86,76.63,57.96,42.66,14.1,300
108.26,59.2,239.51,55.04,49.05,36.04,10.9,305
146.04,67.72,314.69,65.31,56.02,29.92,10.9,337
216.73,79.35,423.24,111.19,75.14,32.17,11.6,417
232.37,85.07,426.02,109.5,71.97,33.09,12.1,426
309.28,84.75,318.52,113.37,49.23,29.53,12.6,439
222.66,63.97,281.83,45.03,33.71,24.93,16.4,382
188.08,60.94,284.88,38.14,37.11,33.86,14.1,397
177.67,51.44,206.63,39.9,35.24,36.21,11.2,330
218.63,66.94,268.67,57.03,38.35,34.21,12.4,358
227.68,55.95,225.03,30.18,22.56,34.42,14,376
217.55,63.7,207.03,43.74,36.69,39.1,14.6,334
349.98,63.36,226.74,51.87,30.05,18.33,14.7,387
286.6,63.71,360.04,78.33,38.59,19.1,17.1,446
189.45,67.27,277.25,80.42,46.06,20.57,17.2,379
230.94,92.12,386.49,122.41,77.3,37.93,18.3,375
241.78,88.02,370.37,128.62,51.5,40.58,19.8,450
135.87,50.39,166.57,22.6,27.1,34.78,16.2,340
74.92,42.24,80.21,32.05,31.15,36.05,16.1,203
109.13,45.82,144.49,34.83,33.52,36.87,14.9,236
132.35,46.68,171.91,39.04,34.02,39.39,16,252
166.71,65.43,276.2,110.02,57.64,36.47,16.3,302
214.23,82.78,316.16,176.81,73.16,35.58,17.3,358
136.02,64.08,251.31,97.62,50.05,34.75,16.1,317
198.24,93.86,410.79,190.34,67.78,36.78,16.9,387
194.99,88.38,427.02,155.9,66.62,39.02,17.9,438
186.65,62.01,324.14,70.65,40.48,43.9,18.8,407
146.49,49.57,286.46,33.48,29.4,44.68,19.2,312
176.04,60.62,414.89,87.2,54.74,35.21,17.4,367
77.85,55.29,218.27,31.01,34.25,36.12,16.1,263
129.1,69.98,325.78,66.7,54.66,34.28,16.9,287
133.12,67.24,303.04,61.19,53.3,36.78,16.7,346
120.43,62.77,272.12,66.43,55.46,35.09,16.1,314
129.09,58.31,275.18,92.87,59.11,31.87,16.9,314
166.55,56.97,250.37,97.85,61.64,31.11,17.8,314
130.62,73.3,268.92,81.77,61.81,36.88,18.2,298
168.96,81.51,358.24,65.02,57.92,35.28,18.6,319
183.98,82.14,386.01,82.12,64.01,31.92,19.7,382
163.86,78.82,335.5,62.07,55.79,31.57,19.9,352
112.02,72.55,330.9,50.86,52.64,32.42,21.3,309
107.13,71.98,352.54,81.6,57.13,30.24,22.1,301
109.38,68.84,364.83,105.3,64.27,29.1,24.1,274
126.74,67.45,406.49,152.15,82.63,35.07,24.8,313
106.92,60.72,303.47,67.69,60.22,33.71,20.9,310
93.03,65.62,270.3,84.46,62.23,38.35,20.6,258
182.29,55.22,158.96,37.77,34.91,44.58,19.9,238
451.25,42.2,104.82,22.53,16.05,55.11,20,449
425.22,46.64,103.74,28.71,19,55.2,21.4,516
328.23,59.34,198.09,50.17,38.8,31.79,20.4,520
178.5,72.8,255.65,68.74,57.4,35.64,21.2,363
149.73,94.66,382.34,135.95,72.79,38.79,24.2,362
127.9,79.46,359.47,122.04,60.34,45.24,24.7,397
114.68,69.08,300.55,64.39,48.81,35.22,22.8,280
67.83,56.64,181.19,45.45,41.38,32.02,21.3,206
82.32,60.55,196.84,48.61,44.96,27.77,20.2,190
90.6,61.48,229.62,42.58,43.44,31.88,21.3,210
91.6,64.99,242.14,47.05,47.02,30.68,21.5,201
112.41,65.16,307.78,84.73,58.96,34.43,23.4,243
134.4,49.88,224.36,37.88,33.11,35.35,22.8,267
106.45,39.68,142.78,36.2,21.71,45.45,20.7,245
68.88,33.32,106.39,23.17,15.14,47.51,19.6,165
37.49,32,110.65,29.5,17.11,47.14,18.2,102
64.42,32.11,169.87,31.79,17.93,42.82,18.3,159
74.58,27.78,182.79,17.82,11.86,34.2,18.4,174
102.46,34.28,284.27,36.09,21.26,34.99,19.6,270
112.71,42.06,319.97,59.15,30.58,32.01,21.3,397
125.8,42.18,348.95,73.95,35,31.9,23.8,371
114.07,38.7,288.64,36.4,20.84,32.6,22.7,328
96.39,46.65,267.96,43.27,25.98,33.42,22.8,254
120.43,51.65,350.42,80.86,41.4,31.83,23.6,342
121.21,49.53,332.73,41.69,26.14,30.92,24.2,367
128.51,51.94,365.67,46.31,29.59,28.61,26.6,400
120.88,69.31,405.64,86.41,31.85,20.88,28.6,390
151.17,70.55,342.53,135.8,29.17,31.7,28.9,417
149.42,79.52,282.88,45.21,32.77,19.74,29,359
168.23,83.82,254.71,49.68,45.26,22.26,27.8,309
118.34,78.84,247.77,43.09,42.21,23.14,29.1,292
156.38,79.24,218.98,38.44,40.77,23.49,30.6,278
152.66,85.54,289.95,61.08,53.58,18.81,31.2,320
113.62,75.87,311.56,77.91,59.57,15.36,32.1,350
69.44,76.28,204.22,61.61,46.32,14.88,31.9,234
91.19,84.22,285.69,76.66,56.29,22.61,31.2,233
105.71,81.75,291.02,84.88,63.72,22.94,32.8,341
83.36,77.96,210.86,49.44,46.98,34.73,31.7,259
70.62,83.8,192.27,55.93,49.07,32.92,32.8,204
84.4,73.67,234.82,57.09,43.73,31.95,30.7,220
47.67,64.65,207.72,34.82,34.67,29.86,28.9,255
62.44,67.13,252.48,39.61,39.78,30.66,31.8,211
150.76,74.99,543,61.75,47.72,35.44,28.8,428
151.25,77.6,410.15,104.57,56.4,36.52,27.5,497
68.88,68.1,190.42,36.79,34.4,52.48,27.3,289
129.15,72.06,237.88,33.56,34.8,54.89,29.1,285
146.59,71.58,253.07,40.88,39.52,45.45,30.5,368
107.69,61.17,309.37,45.69,50.77,33.49,30.6,304
163.97,87.79,375.82,146.3,59.71,27.66,31.6,377
184.69,110.15,371.87,140.56,65.91,43.31,32.4,418
176.54,102.4,343.62,156.79,58.09,28.5,33,355
175.23,102.55,409.95,114.73,57.91,40.1,32.8,416
145.22,102.55,389.03,62.73,48.4,35.43,33.6,403
152.84,88.05,400.78,56.91,32.95,28.65,34.9,415
136.35,80.08,356.47,90.13,43.78,32.02,36.1,412
152.99,93.15,324.19,145.19,64.74,49.2,36.2,394
130.13,103.25,409.7,43.34,32.82,56.86,35,357
110.54,93.8,263.66,38.45,20.08,2.438,33.5,291
103.42,75.05,260.82,69.5,37.43,55.86,33.9,244
99.09,61.32,266.24,59.96,37.61,42.6,32.6,287
96.07,69.59,287.92,46.18,44.02,50.43,32.5,254
72.31,72.94,189.5,69.69,57.76,38.6,32.1,242
93.14,73.49,271.06,73.82,59.27,41.04,32.6,223
109.36,68.76,271.94,61.19,52.75,33.66,32.2,243
126.74,85.21,303.75,82.18,66.92,40.95,32.1,237
80.81,65.55,234.05,33.5,32.27,57.8,31.9,275
85.8,70.38,211.83,64.66,41.01,42.85,32.2,183
198.2,108.48,313.23,133.01,65.63,58.08,31.9,370
145.74,97.21,367.73,62.01,58.52,43.78,32.6,419
109.91,67.76,302.02,44.86,43.5,45.95,32.9,317
207.4,75.66,429.32,68.51,56.71,50.69,33.8,455
204.56,92.19,363.53,126.22,74.14,43.3,35.3,435
220.77,92.34,376.33,150.24,91.72,42.33,36.6,468
183.82,94.19,392.34,78.17,68.74,39.49,36.6,442
109.76,65.21,334.65,24.91,35.7,43.99,35.6,400
74.42,46.48,242.54,11.75,21.01,61.69,33.9,223
94.28,62.22,263.87,25.99,35.29,68.53,35,220
216.96,70.84,500.59,47.65,46.27,66.7,35.8,474
198.09,87.53,356.85,72.18,69.94,63.83,36,479
121.76,70.37,334.51,61.83,58.22,41.08,37.2,373
135.54,75.55,381.35,89.05,69.21,34.75,37.9,354
123.21,54.83,375.15,34.5,30.75,52.5,36.3,349
78.18,47.84,287.99,24.59,30.59,48.38,32.7,264
126.04,50.3,279.92,9.76,20.34,52.39,34.7,188
139.1,58.93,329.12,37.79,38.72,45.33,32.3,294
233.82,59.74,352.76,58.84,41.26,46.67,34,334
178.44,52.38,505.07,65.22,37.23,49.89,31.2,505
110.1,63.7,386.67,72.51,49.96,40.92,27.1,349
118.43,84.21,326.02,135.99,38.66,39.59,33.4,421
107.37,80.72,252.35,32.51,21.67,39.1,35.4,238
113.9,65.71,222.88,20,23.38,30.8,36.4,204
103.75,79.07,301.57,19.37,31.23,53.9,37.8,289
69.88,50.12,317.07,8.83,15.96,53.22,35.3,236
40.33,45.6,150.34,7.16,15.27,57.01,31.8,148
48.95,55.2,150.23,18.15,23.76,49,28.8,94
63.27,64.11,174.62,17.45,26.54,54.23,32.4,130
56.38,69.98,137.62,26.49,30.75,50.95,29.4,123
95.23,97.33,257.16,53.45,52.3,65.67,32.9,192
123.44,131.55,354.35,82.72,58.97,45.77,34.9,324
122.2,119.37,362.94,96.1,71.01,42.56,37.3,357
121.1,92.68,436.35,89.35,61.23,29.97,39.8,393
71.89,64.07,320.91,58.98,47.44,20.67,39.6,302
80.37,57.63,348.79,47.89,42.42,26.41,37.9,239
40.87,70.77,233.62,23.35,22.9,39.61,31.7,210
41.83,79.9,114.118,20.44,9.88,30.164,30.3,77
66.73,76.52,295.56,14.64,9.53,2.438,32.9,89
64.63,80.04,114.118,22.12,7.62,30.164,33.9,143
43.02,77.07,114.118,19.89,10.77,30.164,32.7,80
57.4,106.23,166.25,35.93,16.06,17.608,33.8,92
48.6,96.64,244.14,73.59,18.94,2.438,36.6,112
62,86.9,310.73,37.26,8.6,5.382,36.1,117
80.14,139.09,205.5,41.28,5.03,19.098,34.7,101
51.6,80.43,124.35,43.17,12.37,2.438,28.3,106
41.96,70.93,87.16,38.8,10.95,7.97,29,88
65.19,56.65,218.93,48.7,11.02,2.438,32,94
60.9,36.63,228.2,49.53,9.3,2.438,30.1,150
35.1,99.75,88.82,57.03,18.49,5.884,27.6,97
58.27,63.2,87.74,61.79,13.55,18.048,27.7,109
61.93,36.35,124.6,110,11.06,16.79,29.4,124
44.08,103.29,160.22,39.17,7.45,20.688,32.4,104.6
63.62,83.84,245.23,55.51,14.32,18.048,34,111
76.1,71.42,325.29,17.77,8.2,14.384,35.6,148
51.52,53.97,359.19,20.96,7.09,2.438,35.1,108
36.62,54.02,286.38,16.9,6.56,6.734,35.6,73
29.83,58.02,128.18,30.92,9.28,6.22,28.6,58
22.98,35.01,103.8,21.6,5.52,13.056,28.5,58
25.83,32.97,90.41,44.88,8.43,2.438,27.9,46
43.35,17.4,224.62,62.09,9.35,10.002,30.3,84
20.52,11.37,223.56,28.19,4.19,8.058,28.1,54
46.71,20.06,246.98,28.86,5.17,9.302,32,49
116.12,19.37,114.118,27.08,4.82,23.826,33.2,149
50.81,14.86,114.118,27.08,5.05,30.164,32.9,212
47.17,18.32,98.662,18.19,4.13,30.164,31.2,85
41.42,18.21,114.118,30,5.09,30.164,31.3,77
45.31,23.52,114.118,32.87,6.01,23.826,32.3,65
58.46,21.16,114.118,67.54,10.42,35.002,34.4,108
41.92,18.81,114.118,25.63,4.9,23.796,34.6,78
33.04,21.44,114.118,26.7,5.01,29.928,30.2,59
22.35,19.98,114.118,25.59,4.81,23.796,29.7,47
22.44,21.59,114.118,25.51,4.86,23.796,31.1,39
30.35,38.36,114.118,17.2,5.65,30.634,33.2,40
32.02,77.47,114.118,16.13,9.24,30.824,31.6,56
38.77,76.98,114.118,15.56,8.39,34.642,32.4,65
33.56,86.61,100.89,31.69,11.38,22.842,29.6,71
37.67,126.91,114.118,25.69,14.1,30.488,32.8,97
55.96,137.15,114.118,58.31,19.34,30.094,34.1,118
28.88,61.54,114.118,41.13,11.02,30.164,29.2,116
